cityname,lat,lng
thailand/bangkok/chandrakasem-rajabhat-university/,13.81995473,100.5759048
thailand/bangkok/national-housing-authority-huaykwang/,13.77537329,100.5689284
thailand/bangkok/mathayomwatsing-school/,13.68422948,100.4459874
thailand/samut-prakan/south-bangkok-power-plant/,13.76393629,100.529078
thailand/bangkok/ministry-of-science-and-technology/,13.76393629,100.529078
thailand/bangkok/department-of-land-transport/,13.797855,100.551338
thailand/bangkok/chulalongkorn-hospital/,13.72983013,100.5364942
thailand/bangkok/roundabout-22-july/,13.74210101,100.5138267
thailand/bangkok/thonburi-power-sub-station/,13.72755935,100.4866044
thailand/bangkok/chokchai-police-station/,13.79263501,100.5960776
thailand/bangkok/national-housing-authority-dindaeng/,13.762406,100.550598
thailand/bangkok/public-relations-department/,13.780444,100.537798
thailand/bangkok/bodindecha-sing-singhaseni-school/,13.76963,100.614562
thailand/loei/provincial-health-office/,13.76393629,100.529078
thailand/bangkok/national-housing-authority-klongchan/,13.78152,100.636548
thailand/samut-sakhon/highway-district/,13.70545903,100.3156747
thailand/samut-sakhon/provincial-administrative-organization/,13.550478,100.264254
thailand/samut-sakhon/samutsakhon-witthayalai-school/,13.550478,100.264254
thailand/ayutthaya/ayutthaya-witthayalai-school/,14.34936668,100.5685355
thailand/nonthaburi/sukhothai-thammathirat-open-university/,13.90782693,100.5356536
thailand/nonthaburi/egat/,13.80715815,100.5063188
thailand/na-phralan-police-station-saraburi/,14.68308509,100.8751398
thailand/saraburi/khao-noi-fire-station/,14.52353628,100.9291713
thailand/rayong/ta-sit-subdistrict-administrative/,13.05603638,101.2195723
thailand/rayong/health-promotion-hospital-maptaput/,,
thailand/rayong/agricultural-office/,12.68091854,101.2735778
thailand/rayong/field-crop-research-center/,12.73520167,101.1356714
thailand/rayong/government-center/,12.7053545,101.1818364
thailand/pluakdaeng-district-health-office/,101.212844,12.97378
thailand/pluakdaeng-district-health-office/,101.212844,12.97378
thailand/rayong/health-promotion-hospital-maptaput/,,
thailand/chiangmai/yupparaj-wittayalai-school/,18.791092,98.988666
thailand/chiangmai/yupparaj-wittayalai-school/,18.791092,98.988666
thailand/lampang-meteorological-station/,18.28677612,99.50631417
thailand/lampang/health-promotion-hospital-sob-pad/,99.76689181,18.24776905
thailand/lampang/health-promotion-hospital-ta-see/,18.419425,99.727046
thailand/lampang/provincial-waterworks-authority-mae-moh/,99.6631447,18.27968064
thailand/lampang/health-promotion-hospital-sob-pad/,99.76689181,18.24776905
thailand/lampang/health-promotion-hospital-ta-see/,18.419425,99.727046
thailand/nakhon-sawan/nakhonsawan-irrigation/,15.70784823,100.1319285
thailand/surat-thani/regional-environmental-office-14/,9.136807951,99.32071594
thailand/phuket/municipal-health-center-1/,7.88163634,98.39429059
thailand/chiangrai/natural-resources-and-environment-office/,19.90924247,99.82335706
thailand/chiangrai/maesai-health-office/,,
thailand/mae-hongson/natural-resources-and-environment-office/,19.30450102,97.97152526
thailand/phrae-meteorological-station/,18.12614,100.1654
thailand/phayao/knowledge-park/,19.190056,100.170326
thailand/samut-prakan/prabadang-rehabiltation-center/,13.66402619,100.5434063
thailand/samut-prakan/residence-for-dept.-of-primary-industries-and-mines/,13.65215693,100.5318396
thailand/samut-prakan/national-housing-authority-bangplee/,13.56769653,100.7894032
thailand/ratchaburi/the-1st-medical-engineering-center/,13.52901226,99.81460783
thailand/regional-environmental-office-8/,13.523511,99.814215
thailand/chonburi/laem-chabang-municipal-stadium/,100.9184992,13.11923418
thailand/chonburi/sriracha-municipal-youth-center/,13.17360135,100.9276933
thailand/chonburi/general-education-office/,13.36062658,100.9845409
thailand/chonburi/health-promotion-hospital-ban-khao-hin/,13.17360135,100.9276933
thailand/chonburi/health-promotion-hospital-ban-khao-hin/,13.17360135,100.9276933
thailand/songkhla/hat-yai-municipality/,7.0100008,100.2900003
thailand/khonkaen/city-mayor-residence/,16.4746,102.9451
thailand/khonkaen/,16.445329,102.835251
thailand/nakhon-ratchasima/municipal-waste-water-pumping-station/,14.9767858,102.1021965
thailand/chachoengsao/wang-yen-subdistrict-administrative/,13.588554,101.286359
thailand/tungsadao/municipality-office/,,
thailand/yala/white-elephant-park/,6.549993793,101.2799986
thailand/nan/municipality-office/,18.78614205,100.7795264
thailand/lamphun/provincial-administrative-stadium/,18.56472144,99.01114475
thailand/sa-kaeo/aranyaprathed/sriaranyothai-kindergarten/,13.68902848,102.5062069
thailand/pathum-thani/bangkok-university-rangsit-campus/,14.04029931,100.6087396
thailand/mobile-pcd-2/,,
thailand/mobile-pcd-2/,,
thailand/nan/chaloem-phra-kiat/huai-kon/,19.540055,101.048298
thailand/tak/mae-sot/mae-pa/,16.750102,98.591312
thailand/prachin-buri/si-maha-phot/tha-tum/,13.934197,101.586965
thailand/chiangrai---gaia-station-01/,19.687157,100.19024
bangkok/,,
rayong/,,
chiang-mai/,,
mueang-chiang-rai/,,
sapporo/,43.0620958,141.3543763
sendai/,38.268215,140.8693558
yokohama/,35.4437078,139.6380256
nagano/,36.6485496,138.1942432
nagoya/,35.1814464,136.906398
toyota/,35.0823947,137.1562491
kyoto/,35.0116363,135.7680294
osaka/,34.6937378,135.5021651
kobe/,34.690083,135.1955112
himeji/,34.815149,134.6853528
amagasaki/,34.7337339,135.4063757
kakogawa/,34.7569503,134.8411775
hiroshima/,34.3852029,132.4552927
shimonoseki/,33.9578307,130.941459
matsuyama/,33.8391574,132.7655752
fukuoka/,33.5903547,130.4017155
sasebo/,33.1799153,129.7151101
yatsushiro/,32.5074371,130.6017433
fukuyama/,34.4858993,133.3623127
ota/,35.5612568,139.7160511
saitama/,35.8617292,139.6454822
kawaguchi/,35.8077379,139.7241712
tokorozawa/,35.7996715,139.4686101
chiba/,35.6072668,140.1062907
ichikawa/,35.7219115,139.9310099
funabashi/,35.6947058,139.982618
ichihara/,35.4978377,140.1156648
kagoshima/,31.5965535,130.5571158
yokosuka/,35.2813412,139.6722005
gifu/,35.4232984,136.7606537
kurashiki/,34.5850134,133.7720841
okayama/,34.6551456,133.9195019
takamatsu/,34.3427879,134.046574
sagamihara/,35.5714621,139.3731765
utsunomiya/,36.5551124,139.8828072
koto/,139.8174097,35.6728535
shinagawa/,35.6092261,139.7301861
meguro/,139.6981712,35.6414629
setagaya/,35.6465721,139.6532473
nerima/,139.6516577,35.7356234
katsushika/,35.7435748,139.8471797
edogawa/,35.7066569,139.8684267
hachioji/,35.6663394,139.3158056
nishitokyo/,35.7254963,139.5381564
kawasaki/,35.5309058,139.7030511
shizuoka/,34.975562,138.3827596
hamamatsu/,34.7108344,137.7261258
toyohashi/,34.7691995,137.3914662
kitakyushu/,33.8834093,130.8752161
kurume/,33.3192865,130.5083735
oita/,33.2395578,131.609272
niigata/,37.9161924,139.0364126
miyazaki/,31.9076736,131.4202411
kanazawa/,36.5613254,136.6562051
wakayama/,34.2305113,135.1708083
okazaki/,34.9543786,137.1743293
kumamoto/,32.8031004,130.7078911
nagasaki/,32.7502856,129.877667
japan/sapporoshichuoku/minamiichiyonjo/,43.0413591,141.3447201
japan/sapporoshikitaku/shinoro/,141.3572296,43.1421353
japan/sapporoshitoyohiraku/tsukisamuchuo/,43.0313997,141.3960022
japan/tomakomaishi/numanohatakoen/,42.6836392,141.6914783
japan/chitoseshi/kawaminami/,42.8241213,141.6559781
japan/sapporoshichuoku/kitaichijo/,43.0627818,141.3535986
japan/sapporoshikitaku/kitaichikyujo/,43.0846596,141.348531
japan/sapporoshinishiku/hassamu/,43.0815046,141.2908586
japan/sapporoshihigashiku/higashiichihachichome/,43.1035192,141.3735165
japan/asahikawashi/kitamon/,43.7943399,142.329035
japan/hakodateshi/mannenkyoshogakko/,41.7959353,140.7306314
japan/sapporoshiashibetsuku/ashibetsu/,43.0362741,141.4655651
japan/muroranshi/gozensuichikusokuteikyoku/,42.3152306,140.9737991
japan/asahikawashi/toko/,43.7480839,142.3972831
japan/hakodateshi/kamedachugakko/,41.8190221,140.7468902
japan/kushiroshi/showashogakko/,43.0160229,144.3651532
japan/aomorishi/kodashogakko/,40.814189,140.733963
japan/hirosakishi/bunkyoshogakko/,40.5845265,140.4747589
japan/hachinoheshi/negishishogakko/,40.5305227,141.4692032
japan/goshogawarashi/goshogawaradaisanchugakko/,40.7817918,140.4629589
japan/hachinoheshi/rokunichimachi/,40.5089872,141.4907929
japan/miyafurushi/yokocho/,39.6444335,141.949893
japan/hanamakishi/hanashiro/,141.1158842,39.3900115
japan/kujishi/hachinichimachi/,40.1921268,141.763772
japan/ichizekishi/santanda/,38.9324125,141.118604
japan/kamaishishi/shinmachi/,141.8474746,39.2652004
japan/oshushi/suitaku/,39.1440981,141.1401521
japan/iwateguntakizawamura/suko/,39.783827,141.148693
japan/moriokashi/tsushida/,39.6544361,141.1581354
japan/moriokashi/ueda/,39.7203866,141.1380681
japan/ichizekishi/takeyamamachi/,141.1271282,38.9358123
japan/sendaishimiyaginoku/tsutsujigaoka/,38.2591362,140.8967729
japan/sendaishimiyaginoku/nigatake/,140.9108765,38.2673053
japan/sendaishiizumiku/shogen/,38.3364574,140.8861475
japan/kurokawagunyamatomachi/yamato/,38.4472889,140.8877115
japan/natorishi/natorijihai/,38.1745501,140.8894105
japan/sendaishimiyaginoku/nakano/,38.2648415,140.9762899
japan/sendaishiaobaku/miyagi/,38.2717202,140.7760749
japan/yamagatashi/yamagatatokamachi/,38.2481923,140.3344635
japan/yamagatashi/yamagatagezanka/,38.2692431,140.3621353
japan/yonezawashi/yonezawakanaike/,140.1137455,37.9198153
japan/tsuruokashi/tsuruokanishijinhitoshi/,38.735067,139.8113224
japan/shinjoshi/shinjoshimoda/,38.7575051,140.2986338
japan/sagaeshi/sagaenishine/,38.3910012,140.277008
japan/murayamashi/murayamatateokafueda/,38.4734562,140.3985956
japan/nagaishi/choitakano/,140.0344325,38.110582
japan/tendoshi/tendooinomori/,38.3631646,140.3737584
japan/higashitagawagunshonaimachi/yome/,38.8458291,139.9036508
japan/shangshanshi/shangshanyuanchengna/,38.1582585,140.2769143
japan/akumigunyusamachi/yusa/,139.9073521,39.0146158
japan/jiutianshi/jiutianruobin/,38.9133641,139.8490646
japan/ashikagashi/ashikagashikubotakoen/,139.494451,36.2958771
japan/sanoshi/kenasochosha/,36.3306755,139.5819901
japan/nikkoshi/nikkoshiimaichishogakko/,36.7265597,139.6810036
japan/oyamashi/koyamashiyakusho/,36.314066,139.8002144
japan/shinokashi/mookashiyakusho/,36.4404273,140.0134277
japan/yaitashi/yaitashiyakusho/,36.806214,139.9239596
japan/nasuuzanshi/kenminaminasuchosha/,140.1479037,36.6572377
japan/utsunomiyashi/suzumenomiyachugakko/,36.4881033,139.8631259
japan/utsunomiyashi/hirade/,36.5674358,139.9413312
japan/utsunomiyashi/mizuhonogitashogakko/,36.5080967,139.9426866
japan/utsunomiyashi/hosoyashogakko/,36.5908267,139.8558715
japan/utsunomiyashi/izumigaokashogakko/,36.567299,139.9198388
japan/utsunomiyashi/kochisokuteikyoku/,36.6004264,139.9415631
japan/utsunomiyashi/kiyohara/,139.9977274,36.5495529
japan/utsunomiyashi/chuo/,139.8825654,36.5594257
japan/utsunomiyashi/odori/,139.8843513,36.5618783
japan/ashikagashi/ashikagashiyakusho/,36.3408346,139.4503955
japan/tochigishi/tochigishiyakusho/,139.7303981,36.3813638
japan/tochigishi/tochigishifujiokasogobunkasenta/,36.2857632,139.6346445
japan/tochigishi/tochigishihirayanagimachikosaten/,36.3920934,139.7438351
japan/sanoshi/sanoshitajimayjirokosaten/,36.2987004,139.5677953
japan/kanumashi/kanumashiyakusho/,36.5671105,139.7450099
japan/kanumashi/kanumashifudokorohodokyo/,139.7565727,36.5693884
japan/nikkoshi/nikkoshiyakushonikkosogoshisho/,36.7506911,139.6074403
japan/nikkoshi/nikkoshiyakushokasugamachibunchosha/,36.7260792,139.6825563
japan/nikkoshi/nikkoshiyakushofujiwarasogoshisho/,36.8318901,139.7197402
japan/oyamashi/oyamashichuomachikosaten/,36.315327,139.8019725
japan/shinokashi/shinokashidakamagihodokyo/,36.4327692,139.9935687
japan/otawarashi/otawarashiyakusho/,36.8706646,140.0155745
japan/yaitashi/yaitashioyazuhodokyo/,36.8066862,139.924054
japan/nasushiobarashi/nasushiobarashikuroisohokensenta/,36.9689393,140.0549511
japan/shitanoshi/geyashiminamikawachichosha/,36.384685,139.8775758
japan/kawachigunkaminokawamachi/kaminokawamachiyakuba/,36.4392483,139.9102926
japan/kawachigunkaminokawamachi/kaminokawamachikamikamohodokyo/,36.4445976,139.9073982
japan/hagagunmashikomachi/mashikomachiyakuba/,140.0933808,36.4673558
japan/shimotsugagunnogimachi/nogimachiyakuba/,36.230685,139.7421308
japan/nasugunnakagawamachi/nakagawamachiogawachosha/,36.7616357,140.1300528
japan/yokohamashitsurumiku/tsurumikuushiodakoryupuraza/,139.6850703,35.5003575
japan/yokohamashinishiku/nishikuasamakakosaten/,35.4653608,139.6114939
japan/yokohamashiisogoku/isogokusogochosha/,35.4023887,139.6185495
japan/yokohamashitotsukaku/totsukakuyasawakosaten/,35.4002957,139.5305492
japan/yokohamashiizumiku/izumikusogochosha/,139.4890583,35.4178738
japan/yokohamashiaobaku/aobadai/,35.5356061,139.5163851
japan/chigasakishi/chigasakiekizenkosaten/,35.3342179,139.404233
japan/yamatoshi/yamatoshiyakusho/,35.4875152,139.4579498
japan/hiratsukashi/asahishogakko/,35.3349825,139.3090354
japan/odawarashi/odawarashiyakusho/,139.1523232,35.2647194
japan/yamatoshi/yamatoshifukamidaikosaten/,35.4719747,139.4660336
japan/iseharashi/iseharashitandooka/,35.3899052,139.2789214
japan/yokosukashi/oppamagyoseisenta/,35.3182354,139.6318075
japan/yokosukashi/nishigyoseisenta/,139.6259209,35.2214613
japan/yokosukashi/kurihamagyoseisenta/,35.2266271,139.7060085
japan/yokosukashi/ogawamachi/,35.2829883,139.670084
japan/sagamiharashi/sagamiharashiyakusho/,35.5714259,139.3732821
japan/yokohamashitsuzukiku/tsuzukikusogochosha/,35.5449367,139.5710302
japan/kawasakishikawasakiku/chikaminidakoenmae/,35.520696,139.7293047
japan/kawasakishikawasakiku/nisshinmachi/,35.5234152,139.6944548
japan/kawasakishisaiwaiku/kosupotsusenta/,35.5444427,139.6863883
japan/kawasakishinakaharaku/nakaharakuyakushohokenfukushisenta/,35.5759822,139.6559397
japan/kawasakishitakatsuku/seikatsubunkakaikan/,35.5988151,139.6139897
japan/kawasakishitakatsuku/nishi/,35.6080359,139.6144752
japan/kawasakishitamaku/honsonkyo/,139.571721,35.6142569
japan/kawasakishimiyamaeku/miyamaedairashogakko/,35.5890499,139.5857075
japan/kawasakishimiyamaeku/miyamaedairaekimae/,35.5847839,139.5788445
japan/kawasakishiasoku/guhomatsukoen/,139.5253039,35.598815
japan/sagamiharashi/sagamidai/,35.5213336,139.4078666
japan/sagamiharashi/tsukuisokuteikyoku/,35.5714621,139.3731765
japan/yokohamashisakaeku/sakaekukamigoshogakko/,35.3574404,139.5719462
japan/fujisawashi/fujisawashiyakusho/,35.3388037,139.4916219
japan/hengbinshizhongqu/zhongqubenmu/,35.4186612,139.6651767
japan/yokohamashiminamiku/minamikuyokohamashogyokoko/,35.4347922,139.6102338
japan/yokohamashikanazawaku/kanazawakunagahama/,35.3611998,139.6321825
japan/hengbinshigangnanqu/gangnanquyetingzhongxuexiao/,35.3867341,139.5706991
japan/yokohamashimidoriku/midorikusanboshogakko/,35.5159981,139.5264956
japan/kamakurashi/kamakurashiyakusho/,35.3194976,139.547359
japan/sanpushi/sanpushisanqizhongxuexiao/,35.1448038,139.6213509
japan/qinyeshi/qinyeshiyisuo/,35.3747332,139.2199293
japan/qinyeshi/qinyeshibending/,35.3731502,139.2284148
japan/houmushi/houmushizhongding/,35.4433819,139.3683856
japan/houmushi/houmushijintianshenshe/,35.4666261,139.3677717
japan/hailaomingshi/hailaomingshiyisuo/,35.4464459,139.3908447
japan/minamiashigarashi/minamiashigarashiikoma/,35.3108225,139.1156628
japan/kozagunsamukawamachi/samukawamachiyakuba/,35.3728393,139.3847442
japan/aikogunaikawamachi/aikawamachitsunoda/,35.5286262,139.3224167
japan/yokohamashikanagawaku/kanagawakusogochosha/,139.6293724,35.4770927
japan/yokohamashihodogayaku/hodogayakusakuragaokakoko/,35.4516456,139.5853695
japan/yokohamashikohokuku/kohokukusogochosha/,35.519055,139.6330355
japan/yokohamashiseyaku/seyakuminamiseyashogakko/,35.457444,139.48653
japan/chuanqishimashengqu/shisheng/,35.5913778,139.4974807
japan/sagamiharashi/jomizo/,35.5486199,139.3570509
japan/sagamiharashimidoriku/tsukui/,35.5861832,139.2562015
japan/sagamiharashiminamiku/kobuchi/,35.550736,139.4231449
japan/yokosukashi/ogawamachikosaten/,35.2824189,139.6706395
japan/fujisawashi/goshokenshogakko/,35.4033484,139.4166014
japan/naganoshi/kankyohozenkenkyujo/,36.6352316,138.1737904
japan/naganoshi/nabeyata/,36.6499908,138.1902381
japan/matsumotoshi/matsumoto/,36.2348483,137.9435231
japan/matsumotoshi/matsumotonagisakosaten/,36.2323354,137.9588331
japan/uedashi/uedatokiwagi/,36.4073248,138.2425305
japan/okayashi/okayaintachenji/,36.0786063,138.047687
japan/idashi/idaintachenji/,35.5014765,137.7913926
japan/suwashi/suwa/,36.03392,138.1074268
japan/inashi/ina/,35.8403239,137.9575572
japan/sakushi/saku/,36.2295559,138.4615492
japan/senkyokushi/koshokuintachenji/,36.537885,138.1229908
japan/kisogunkisomachi/kiso/,35.8496826,137.6974128
japan/nagoyashikitaku/jogesuidokyokukitaeigyosho/,35.196958,136.9073475
japan/nagoyashishowaku/takikawashogakko/,35.144212,136.9605024
japan/nagoyashinakagawaku/yahatachugakko/,35.1372372,136.8807378
japan/nagoyashinakagawaku/tomitashisho/,35.1404496,136.8127148
japan/nagoyashiminamiku/shiromizushogakko/,35.0767735,136.9137055
japan/nagoyashiminamiku/motoshiokoen/,35.0849837,136.9236014
japan/ichinomiyashi/ichinomiyashimatsufuridori/,35.3151002,136.8084097
japan/setoshi/setoshitogenmachi/,35.2220389,137.0902907
japan/handashi/handashitoyomachi/,34.894626,136.938097
japan/kasugaishi/kasugaishikachigawashogakko/,136.9584861,35.2351593
japan/toyokawashi/toyokawashiyakusho/,137.3775449,34.8262702
japan/toyodashi/toyodashinanbu/,35.0219494,137.1190126
japan/toyodashi/toyodashihokubu/,35.1549829,137.1628898
japan/akishi/akinorinkoko/,34.9680319,137.0791385
japan/tokaishi/tokaishinawamachi/,35.0427601,136.9121114
japan/chitagunmihamamachi/mihamamachiokuda/,34.7873533,136.858494
japan/nagoyashiminatoku/koyo/,35.1033925,136.8877779
japan/nagoyashiminamiku/senhettsui/,35.1086867,136.9248567
japan/nagoyashikitaku/aichikogyokoko/,35.2111341,136.9021811
japan/nagoyashinishiku/nazukachugakko/,35.2045755,136.883864
japan/nagoyashiatsutaku/atsutajingukoen/,35.1320084,136.902397
japan/nagoyashiminatoku/ishinkoko/,136.8420082,35.1064907
japan/nagoyashimidoriku/daidakakitashogakko/,35.0692633,136.9367224
japan/toyohashishi/osaki/,137.3442443,34.7170906
japan/toyohashishi/nigawa/,34.7252537,137.447835
japan/toyohashishi/azuma/,34.7632176,137.4145777
japan/toyodashi/toyodashichubu/,35.0850546,137.140234
japan/toyodashi/toyodashitobu/,35.0818764,137.1908228
japan/okazakishi/ohira/,34.9442828,137.1896254
japan/okazakishi/yasaku/,34.9626852,137.1418681
japan/okazakishi/kamoda/,34.9818894,137.1630465
japan/toyohashishi/imahashi/,34.7691995,137.391469
japan/nagoyashinakaku/terebito/,35.1723395,136.9083518
japan/mingguwushishoushanqu/shoushanbaojiansuo/,35.2033433,136.9763304
japan/mingguwushitianbaiqu/tianbaibaojiansuo/,136.975049,35.12274
japan/mingguwushizhongcunqu/zhongcunbaojiansuo/,35.1697717,136.863116
japan/tsushimashi/tsushimashiumedamachi/,35.1734129,136.740164
japan/yigushi/yigushishouding/,34.9870776,136.9998432
japan/nishioshi/aiatsuhomunishioen/,137.0760341,34.878518
japan/pujunshi/pujunshiyuxingding/,34.8296028,137.2224373
japan/quanshanshi/quanshanxiaofangshu/,136.9447474,35.3640859
japan/tokonameshi/tokonameshihokensenta/,34.8865503,136.8372081
japan/inazawashi/inazawashiyakusho/,35.2481104,136.7800487
japan/xinchengshi/xinchengxiaofangshu/,34.9115975,137.5062776
japan/dafushi/dafuxiaoxuexiao/,35.0137257,136.963318
japan/gaobinshi/gaobinxiaoxuexiao/,34.9237439,136.9888854
japan/tianyuanshi/tianyuanshigutianding/,34.6228563,137.1083528
japan/nagakuteshi/nagakutechugakko/,35.178368,137.0521255
japan/aichiguntogomachi/togomachiharuki/,35.0935376,137.0547944
japan/tokaishi/tokaishiyokosukashogakko/,35.0122768,136.8907153
japan/toyohashishi/noyori/,34.7006993,137.3882021
japan/tsushi/tsuritsunarushogakko/,34.6775594,136.4890106
japan/yokkaichishi/naya/,34.9654097,136.6333952
japan/yokkaichishi/kitashobosho/,35.0050519,136.6549065
japan/kuwanashi/kuwanaueno/,136.6728446,35.0616775
japan/tsushi/tsunishigaokashogakko/,34.7445305,136.4916148
japan/iseshi/isekoseichugakko/,136.7093526,34.5014848
japan/matsusakashi/matsusakadaigoshogakko/,34.5619594,136.5404087
japan/kuwanashi/kokudo258gokuwana/,35.0569718,136.6721763
japan/suzukashi/suzukasanjohoikusho/,34.8779071,136.5528526
